twitter_username,name,followers_count,user_tweet_count,created_at,id,query_tweet_count
belindapop,Belinda,6496220,9026,2009-05-16T19:42:06.000Z,40527958,100534
JoyceMeyer,Joyce Meyer,6278990,74793,2008-08-11T15:23:12.000Z,15809249,114824
ValeYellow46,Valentino Rossi,5543468,4811,2011-10-07T08:00:32.000Z,386420143,85181
Poconggg,Pocong,4945602,30614,2009-08-15T08:57:25.000Z,65863622,9777
gulbenergen,Gülben Ergen,4289627,53630,2009-11-10T19:55:34.000Z,89006817,20538
ElBaradei,Mohamed ElBaradei,6352270,4088,2010-03-03T12:09:47.000Z,119360445,20862
jimjonescapo,Jim Jones,3387241,19880,2009-02-23T23:10:39.000Z,21705616,8817
abdulrahman,عبدالرحمن بن مساعد بن عبدالعزيز🇸🇦,8139911,45703,2011-06-23T13:09:30.000Z,322606204,289225
joelmchale,Joel McHale,3314861,8077,2008-04-24T03:43:24.000Z,14506253,12423
jaimecamil,Jaime Camil,4152665,14587,2010-01-28T01:22:09.000Z,109118967,8040
acunilicali,Acun Ilıcalı,5860466,632,2011-07-26T06:29:37.000Z,342562305,249694
alinebarros,Aline Barros,4735111,16037,2009-05-11T20:50:06.000Z,39338168,1594
luisnani,Nani,3892453,1791,2011-02-15T20:57:55.000Z,252753618,12257
OfficialWillow,WILLOW,3387327,1262,2010-09-01T18:34:57.000Z,185739738,7810
ahmethc,ahmet hakan,5689865,47667,2009-08-07T18:42:17.000Z,63796949,101931
bigtimerush,Big Time Rush,3322631,873,2009-10-03T18:43:44.000Z,79536438,30647
_Pedro17_,Pedro Rodríguez,4875210,869,2011-11-02T18:06:24.000Z,403580183,9720
Schofe,Phillip Schofield,4495997,36320,2009-01-13T21:01:47.000Z,18953259,26922
pamyurin,きゃりーぱみゅぱみゅ,5090928,17912,2010-11-27T13:30:22.000Z,220332457,47538
EmilyOsment,Emily Osment,3123415,9191,2009-02-19T18:19:11.000Z,21323673,3031
itsenriquegil,Enrique Gil,5568836,1610,2010-08-26T02:45:11.000Z,183078358,119194
samuelmilby,Sam Milby,4973191,5595,2009-10-19T14:37:01.000Z,83613107,1488
FinallyMario,Mario Balotelli,3550101,1217,2013-05-16T12:35:27.000Z,1432977446,4567
DollyParton,Dolly Parton,5299947,2636,2008-05-15T20:00:06.000Z,14790966,384196
ChrisMoyles,Chris Moyles,3525901,14418,2009-02-03T16:39:29.000Z,19982092,9810
BradPaisley,Brad Paisley,4308929,8081,2009-05-20T01:37:57.000Z,41265813,16728
HaifaWehbe,Haifa Wehbe,7197833,22674,2009-02-14T08:41:59.000Z,20837438,45338
DannyDeVito,Danny DeVito,4230183,7414,2009-09-05T19:44:48.000Z,71876190,22537
robdyrdek,Rob Dyrdek,3086943,9547,2008-05-02T04:21:42.000Z,14622632,3494
JENNIWOWW,JWOWW,3091676,28725,2009-12-01T20:25:57.000Z,93935921,9596
mangeshkarlata,Lata Mangeshkar,14836156,3481,2010-06-13T07:32:59.000Z,155151279,171676
PaulaFernandes7,Paula Fernandes,4535164,4683,2010-03-29T23:24:56.000Z,127680499,7479
PrincesSyahrini,Syahrini,3712167,3293,2010-06-21T13:35:51.000Z,157998843,184
jasonderulo,Jason Derulo,3745769,15443,2009-04-01T09:05:46.000Z,28076276,60304
zoetheband,ZOÉ,4458928,9289,2009-04-14T22:03:12.000Z,31241437,11594
brunogagliasso,Bruno Gagliasso - Pai de 3,5655029,30254,2009-05-19T02:39:37.000Z,41036546,794390
Schwarzenegger,Arnold,4938766,7459,2008-01-09T21:12:40.000Z,12044602,702240
BruMarquezine,Bruna Marquezine,9900592,18965,2009-07-20T21:55:48.000Z,58603510,131326
JoshDevineDrums,Josh Devine,3195447,11993,2010-02-07T23:21:39.000Z,112289040,23993
pedroalfonsoo,Pedro Alfonso,4880290,22075,2010-05-25T04:29:46.000Z,147828409,6085
KeshaRose,kesha,3211670,8045,2009-03-23T21:07:57.000Z,26090319,39384
UncleRUSH,Russell Simmons,4429168,68209,2009-03-18T17:19:28.000Z,25110374,1017
JakeTAustin,Jake T. Austin,2870904,3549,2009-02-01T23:15:53.000Z,19882775,538
officialtulisa,Tulisa,3011908,8789,2010-01-30T00:04:35.000Z,109705251,646
EleanorJCalder,Eleanor Calder,2810369,1723,2012-01-14T22:04:56.000Z,464139666,12768
ochocinco,Chad Johnson,3266806,168872,2009-05-16T18:55:22.000Z,40519997,271625
chrisrock,Chris Rock,5223548,2609,2011-01-14T22:11:56.000Z,238319766,16201
sneijder101010,Wesley Sneijder,3930730,1569,2011-04-09T08:55:16.000Z,279452961,11578
SeanKingston,SEAN KINGSTON ©,2904925,24691,2009-03-10T20:24:51.000Z,23648057,2960
brozoxmiswebs,brozo xmiswebs,6751580,73731,2010-01-21T16:20:18.000Z,107120856,954641
MuratBoz,Murat Boz,3732034,638,2009-12-11T19:07:18.000Z,96185337,13164
vjdaniel,VJ Daniel Mananta,5532886,6369,2008-11-10T10:25:42.000Z,17284624,2639
amandabynes,amanda bynes,2590838,12,2011-01-27T01:45:46.000Z,243442402,1057
FePaesLeme,Fê Paes Leme,4294315,36776,2009-06-25T23:48:05.000Z,50821343,173311
jessicacediel,Jessica Cediel,5067578,31474,2010-03-08T16:59:43.000Z,121169579,3290
ANAMARIABRAGA,Ana Maria Braga,4669175,13192,2009-04-30T14:52:04.000Z,36679967,320107
MCHammer,MC HAMMER,3239409,99665,2007-05-23T22:50:33.000Z,6273552,93690
giseleofficial,Gisele Bündchen,4617762,4686,2009-07-10T14:22:07.000Z,55573873,27940
Fergie,Fergie,3795879,4544,2011-02-01T22:15:24.000Z,245992215,5469
Fonseca,Fonseca,4109239,17897,2009-06-08T14:49:28.000Z,45580261,5524
dumbassgenius,Rick G. Rosner,893025,63723,2010-08-03T06:03:04.000Z,174144887,14229
mrsayudewi,Ayu Dewi,4194019,12697,2009-04-26T14:17:28.000Z,35472557,5655
battalalgoos,بتال القوس,6050555,37775,2011-02-13T13:31:17.000Z,251600033,70291
NellyFurtado,Nelly Furtado,2991730,90,2009-06-25T20:02:18.000Z,50751556,6245
kuyakim_atienza,kim atienza,4198581,43253,2010-04-06T23:08:30.000Z,130307120,4120
nikkigil,Nikki Gil-Albert,3888911,13064,2009-05-09T07:02:35.000Z,38815052,171
maddow,Rachel Maddow MSNBC,10564255,18965,2008-09-04T15:02:12.000Z,16129920,1667836
questlove,B.R.O.theR. ?uestion,3367511,79035,2008-05-29T02:17:23.000Z,14939981,89701
ErikaDLV,Erika de la Vega,4298505,21528,2009-08-05T21:30:36.000Z,63263205,8969
RomeoSantosPage,Romeo Santos,4770329,4649,2011-04-04T21:21:17.000Z,277180205,10544
YUVSTRONG12,Yuvraj Singh,5484801,9867,2009-07-24T15:26:22.000Z,59808841,197148
TravieMcCoy,Travie McCoy,2878373,5192,2009-05-11T19:52:56.000Z,39325978,513
LaurenConrad,Lauren Conrad,2904340,7126,2009-04-21T23:54:03.000Z,34097876,1340
21LVA,David Silva,4070155,1033,2012-04-02T16:19:00.000Z,543533194,27707
CaioCastro,Caio Castro,3585361,3431,2009-06-10T02:14:06.000Z,46011743,2106
thiaguinhocomth,THiaguinho,5064323,30539,2009-08-04T19:12:44.000Z,62900439,49868
AHMTKURAL,Ahmet Kural,3983316,839,2012-07-17T20:14:04.000Z,701699418,721
Titi_KamaLL,Titi Kamal,4193086,28053,2009-08-26T14:40:02.000Z,68997312,383
RealVolya,Павел Воля,4194988,2653,2010-09-29T17:25:43.000Z,196679942,1417
rialjorge,JORGE RIAL,3442952,85234,2010-03-20T14:48:04.000Z,124779370,149591
brookeburke,Brooke Burke,2831756,27400,2008-12-28T02:44:03.000Z,18420140,528
MrPeterAndre,Peter Andre,3123781,14497,2009-03-13T00:42:33.000Z,24086418,6490
ToniKroos,Toni Kroos,9407484,3045,2011-07-06T16:47:56.000Z,330446733,198027
mustafaceceli,Mustafa Ceceli,3952423,8447,2009-05-30T11:03:01.000Z,43513715,2346
SamiAlJaber,سامي الجابر,7362500,7367,2011-02-18T18:19:34.000Z,254152016,171682
GiulianaRancic,Giuliana Rancic,2985811,19232,2009-02-23T19:12:50.000Z,21681809,382
shfly3424,Yesung,5132993,3907,2010-06-07T04:50:16.000Z,152902472,875786
lopezandres,Andres Lopez Forero,3394219,29905,2009-04-21T13:41:09.000Z,33905807,1201
JoeyEssex_,Joey Essex,3138341,24742,2011-02-10T12:00:50.000Z,250090860,1646
heidiklum,Heidi Klum,4857295,6995,2011-03-07T22:19:11.000Z,262359713,4783
lala,LA LA,4615187,28793,2009-03-17T22:17:13.000Z,24967668,9480
GemmaAnneStyles,Gemma Styles,3842277,10331,2010-02-08T15:32:23.000Z,112457675,253602
mustafa_agha,#مصطفى_الآغا Mustafa Agha,4649758,149394,2011-08-09T11:20:09.000Z,351528904,104545
RobertsEmma,Emma Roberts,3354352,7216,2009-03-30T16:52:12.000Z,27678749,6392
BustaRhymes,Busta Rhymes,3865095,31425,2009-03-13T23:17:17.000Z,24278900,19055
manomenezes,Mano Menezes,2921212,1240,2009-03-30T19:36:29.000Z,27710376,350
NathanFillion,Nathan Fillion,3326225,11992,2009-04-15T05:57:40.000Z,31353077,37976
pattiemallette,Pattie Mallette,3125662,6600,2009-01-28T22:09:07.000Z,19679611,18907
6BillionPeople,MarQuis Trill | Cryptocurrency & Blockchain Mentor,2083405,183282,2009-04-21T14:43:32.000Z,33923443,13009
waleedalfarraj,#وليد_الفراج,7135935,47016,2010-11-28T04:01:57.000Z,220557145,240232
cerati,Gustavo Cerati,3404294,647,2007-08-18T22:38:39.000Z,8273632,11762
myfabolouslife,Fabolous,4118505,21337,2009-02-19T05:19:42.000Z,21278412,8450
danawhite,danawhite,5720625,38685,2009-02-22T18:44:49.000Z,21586418,249254
EspinozaOficial,Espinoza Paz 🤠,3273042,9138,2010-05-20T21:08:19.000Z,146200269,1593
Khunnie0624,นิชคุณ Buck หรเวชกุล,6932240,5594,2010-03-05T18:09:01.000Z,120178497,30769
Sethrogen,Seth Rogen,9221377,11073,2011-12-21T23:17:52.000Z,443215941,1037564
andy_murray,Andy Murray,3530211,3073,2008-03-11T14:22:56.000Z,14123683,16478
JohnBishop100,John Bishop,3486834,11055,2009-06-11T08:29:14.000Z,46345843,24335
corbuzier,Corbuzier,4266326,17127,2009-06-19T20:49:43.000Z,48823885,73705
ceracoat,Dr Elio Keller,805668,5202,2009-09-27T19:36:45.000Z,77812872,121
DavidKWilliams,DavidKWilliams,846812,27845,2009-04-23T20:20:53.000Z,34717352,255
michkeegan,michelle keegan,3423368,11124,2010-11-29T20:12:35.000Z,221122127,6315
Slash,Slash,3551917,13739,2009-03-04T20:51:27.000Z,22832029,31549
deadmau5,Goat lord,3444255,43536,2009-03-01T21:59:41.000Z,22412376,21151
PBiaL,Pedro Bial,3643558,1524,2009-08-11T00:17:31.000Z,64563165,8457
BRUNOIERULLO,BRUNO IERULLO,956975,1025,2009-04-07T12:59:13.000Z,29441764,11
NOAH_ID,NOAH,4583367,22455,2010-01-08T08:37:53.000Z,102928627,3257
themichaelowen,michael owen,3749934,14761,2010-11-16T06:15:01.000Z,216264820,18097
DrakeBell,DrakeBell.eth 🇲🇽,4559745,3380,2009-06-13T20:29:33.000Z,46957344,9343
AnselElgort,Ansel,3319664,1989,2010-11-16T01:32:37.000Z,216201838,1126
SaraBareilles,Sara Bareilles,2838630,13417,2007-05-21T23:17:07.000Z,6211972,17519
Tbambino,Tito El Bambino 🦅✨,4098793,25872,2009-08-13T18:36:30.000Z,65432405,2804
isco_alarcon,ISCO ALARCON,5512629,1008,2011-05-24T19:47:37.000Z,304596944,11007
VigilanteArtist,Alejandro Vigilante,576852,52516,2010-07-21T23:30:31.000Z,169272033,190693
Manuel_Neuer,Manuel Neuer,3969827,156,2013-03-15T10:48:16.000Z,1269425228,48058
kevadamsss,Kev Adams,6064848,12634,2009-07-10T17:27:37.000Z,55616342,4279
sethmeyers,Seth Meyers,4959939,10395,2009-06-02T02:35:39.000Z,44039298,36432
AndreaSernaTV,Andrea Serna,3660761,30194,2010-05-13T16:20:34.000Z,143490635,1084
special1004,Lee Teuk,4380686,3201,2010-04-25T05:24:02.000Z,136885994,161173
JanetJackson,Janet Jackson,3820863,2109,2009-07-02T02:25:48.000Z,52939106,188354
paugasol,Pau Gasol,7273698,14821,2010-07-06T18:37:04.000Z,163559269,163818
billmaher,Bill Maher,10971950,4993,2009-01-29T05:19:44.000Z,19697415,177964
JBALVIN,J BALVIN,10093557,31460,2009-06-04T17:41:41.000Z,44670915,188805
RolaWorLD,ROLA,4205251,3474,2012-02-27T01:02:11.000Z,505218781,9630
VINNYGUADAGNINO,Vinny Guadagnino,2817633,16262,2009-12-08T22:22:20.000Z,95515846,14135
MsLeaSalonga,Lea Salonga,5655472,30207,2009-04-16T07:41:07.000Z,31685653,251998
jack,jack⚡️,5795229,27946,2006-03-21T20:50:14.000Z,12,3307870
manuginobili,Manu Ginobili,4810707,6637,2009-03-14T06:48:43.000Z,24342206,11757
ilovegeorgina,Georgina Wilson,4114693,19026,2009-02-27T02:20:22.000Z,22096068,174
jackybrv,JACKY BRACAMONTES,3392862,11506,2009-07-20T17:51:37.000Z,58538830,4624
Tyrese,#VisionImplementor,2910313,49952,2009-03-16T01:05:30.000Z,24621955,6134
ReikMx,Loquita,4000128,21743,2009-06-16T19:29:45.000Z,47719006,16055
DaneCook,Dane Cook,2780669,18960,2009-02-16T11:28:12.000Z,20978103,8644
JerrySeinfeld,Jerry Seinfeld,4297482,1685,2011-07-15T19:26:31.000Z,336116660,17680
geneliad,Genelia Deshmukh,5209327,8425,2009-11-26T10:16:23.000Z,92726549,29791
D_Copperfield,David Copperfield,975159,12310,2009-07-04T02:26:12.000Z,53569692,2360
drdrew,Dr. Drew,2648199,16173,2008-04-24T18:35:47.000Z,14515734,72224
marley_ok,MARLEY - ALE WIEBE,5192522,44065,2009-05-11T14:29:50.000Z,39261061,39391
andreolifelipe,@andreolifelipe,3394002,29676,2009-04-23T00:30:51.000Z,34461692,50448
1LoganHenderson,L̶O̶G̶A̶N̶,2777692,3733,2010-01-26T07:10:25.000Z,108538006,6316
Ibra_official,Zlatan Ibrahimović,7716534,753,2012-01-12T10:44:34.000Z,461922813,231797
handeyener,Hande Yener,3486633,65956,2010-06-18T12:01:10.000Z,156954768,5641
smosh,Smosh,2694280,46751,2009-01-27T17:55:24.000Z,19604744,19552
Caitlyn_Jenner,Caitlyn Jenner,3411201,847,2015-05-30T01:08:18.000Z,3303293865,5888
common,COMMON,5422949,15125,2008-11-04T21:18:21.000Z,17169320,153117
susoelpaspi,Suso el Paspi,3718770,43587,2009-08-27T20:33:21.000Z,69396376,4236
DaRealAmberRose,Amber Rose,3817837,14367,2010-06-14T16:58:19.000Z,155620016,3987
Asli_Jacqueline,Jacqueline Fernandez,15340171,7456,2009-10-04T11:16:08.000Z,79708561,108549
Benzema,Karim Benzema,13411749,2581,2013-10-16T11:19:37.000Z,1964571728,333282
MarthaStewart,Martha Stewart,3495608,9612,2009-02-19T18:25:14.000Z,21324258,14204
jamesmaslow,James Maslow,2932390,14392,2009-08-29T01:32:02.000Z,69751644,17880
lafouine78,La Fouine,4751282,43627,2009-02-24T10:56:06.000Z,21744528,10812
oscar8,Oscar,4464256,1370,2014-05-06T15:05:20.000Z,2533070650,19910
Su_Gimenez,Susana Gimenez,4135260,785,2010-05-05T19:17:21.000Z,140538938,3514
DavidHenrie,David Henrie,2571375,10274,2009-02-11T19:57:37.000Z,20620967,6597
Caspar_Lee,Caspar Lee,5120931,9150,2010-11-16T18:17:37.000Z,216430965,226
steveaoki,Steve Aoki,8212385,46101,2008-10-28T11:19:27.000Z,17019152,277534
BoAkwon,BoA,3154719,2095,2010-07-23T14:28:44.000Z,169927844,7994
VeraBrezhneva,Вера Брежнева,2918790,5616,2010-03-29T23:25:56.000Z,127680760,70
DaniellePeazer,Danielle Peazer,2399486,23270,2010-01-15T23:35:33.000Z,105296218,1228
JHarden13,James Harden,7248214,13234,2009-06-25T23:23:37.000Z,50811932,267097
shrutihaasan,shruti haasan,7850589,16825,2009-04-21T10:35:52.000Z,33868638,1042776
Joey7Barton,Joey Barton,2926726,21294,2010-07-14T23:34:19.000Z,166767883,18422
MirzaSania,Sania Mirza,9149289,7751,2009-11-03T12:02:55.000Z,87174678,10076
steveaustinBSR,Steve Austin,4701919,35413,2010-02-10T03:27:14.000Z,112915037,190629
krungy21,Sandara Park,5782963,8720,2012-09-17T09:51:13.000Z,828742454,327028
ninagarcia,Nina Garcia,3118457,36290,2010-06-21T21:32:40.000Z,158128894,23173
farisf9,فارس عوض,4973612,34396,2010-07-05T14:15:22.000Z,163082968,96265
Imaginedragons,Imagine Dragons,5683201,8412,2009-09-21T00:37:53.000Z,75916180,81146
HayesGrier,Hayes Grier,3600724,8743,2011-07-07T01:15:54.000Z,330705266,9096
ryeong9,Ryeong9,12805,0,2016-04-07T11:01:03.000Z,718030824117968897,714
AlbertoCiurana,Alberto Ciurana,1100801,90418,2009-03-15T12:23:20.000Z,24516380,27415
shaymitch,Shay Mitchell,3037677,23246,2009-02-18T17:51:56.000Z,21219827,8768
mynameisrossa,Rossa Roslaina,4192291,18675,2010-08-19T14:50:16.000Z,180396151,22905
troyesivan,👼🏼,9045825,18319,2009-07-03T09:00:57.000Z,53338746,52384
ReggieBush,Reggie Bush,2685778,9050,2009-08-04T19:20:45.000Z,62902439,12247
mh_awadi,محمد العوضي,4139580,37531,2011-07-13T19:54:03.000Z,334865866,12870
chinasuarez,Eugenia Suarez ♛,3962322,11384,2010-06-09T01:12:50.000Z,153619589,28550
Metallica,Metallica,5980222,4640,2011-01-15T07:34:59.000Z,238475531,73728
bhogleharsha,Harsha Bhogle,8617848,61997,2009-10-01T16:18:03.000Z,78941611,448903
dedesecco,Deborah Secco,4312984,17444,2010-04-23T03:49:26.000Z,136140018,405789
GNev2,Gary Neville,4814137,16526,2011-04-25T19:27:56.000Z,287834630,396167
StephenCurry30,Stephen Curry,15570104,7614,2009-05-26T04:15:37.000Z,42562446,804312
TimTebow,Tim Tebow,4539147,2982,2010-07-13T19:07:23.000Z,166270127,62641
LewisHamilton,Lewis Hamilton,6660481,1134,2010-11-10T06:48:29.000Z,213969309,300686
gio_antonelli,Giovanna Antonelli,4127908,24014,2010-05-10T22:47:04.000Z,142448465,10011
jhutch1992,Josh Hutcherson,2306914,586,2009-06-03T07:05:45.000Z,44312605,805
Torres,Fernando Torres,3644417,1509,2011-10-20T09:23:11.000Z,394581283,45138
amrwaked,Amr Waked,7286350,22488,2010-12-24T22:20:19.000Z,230288829,18328
bomanirani,Boman Irani,5498947,9036,2010-02-11T07:44:23.000Z,113278275,5611
lenadunham,Lena Dunham,5279125,14653,2009-04-14T07:35:38.000Z,31080039,8314
assihallani,Assi El Hallani,3587641,49531,2012-09-09T07:35:39.000Z,812613596,20582
LeighFrancis,Leigh Francis,2799976,58723,2009-02-11T21:57:48.000Z,20632700,762
williecolon,Willie Colón,2001419,72600,2009-06-13T16:54:17.000Z,46919513,68848
7sainaljassmi,Aljassmi حسين الجسمي,7154801,11459,2011-06-12T21:36:45.000Z,316053407,71250
FLOTUS,Jill Biden,3354780,223,2021-01-13T00:57:47.000Z,1349154719386775552,2080420
eseryenenler,Eser YENENLER,3617712,1734,2009-11-10T11:53:09.000Z,88910796,3420
theweeknd,The Weeknd,15158098,4028,2011-02-21T07:45:45.000Z,255388236,2399843
PearlJam,Pearl Jam,3510171,9169,2008-06-18T06:59:14.000Z,15155074,39471
AllRiseSilver,Dalnim,2828110,1397,2010-05-19T07:10:42.000Z,145548166,78915
ShawnMichaels,Shawn Michaels,4046110,24946,2010-05-03T21:31:44.000Z,139848744,33652
shitmydadsays,Justin,2270517,173,2009-08-03T18:20:34.000Z,62581962,178
TheVampsband,The Vamps,3773363,22993,2012-06-25T18:43:45.000Z,618336955,32935
IAmSteveHarvey,Steve Harvey,4436714,70370,2009-12-14T21:41:34.000Z,96846955,168487
ABdeVilliers17,AB de Villiers,8024390,5605,2010-05-03T23:10:45.000Z,139876086,161408
ErinAndrews,Erin Andrews,2687004,23097,2010-03-08T02:12:04.000Z,120943272,7844
OscarFilho,Oscar Filho,3033760,14384,2007-10-05T01:48:15.000Z,9255842,10030
sardesairajdeep,Rajdeep Sardesai,9033675,70586,2009-07-13T06:14:44.000Z,56304605,672893
wilw,Wil Wheaton,2743108,74022,2007-03-14T21:25:33.000Z,1183041,2447
prattprattpratt,chris pratt,7985354,4187,2011-01-22T03:49:01.000Z,241382835,36198
itsgabrielleu,Gabrielle Union,4467345,29244,2011-02-24T07:48:58.000Z,256881576,137764
sertaberener,Sertab Erener,3007908,5210,2009-04-16T18:25:56.000Z,32062132,3433
Jason_Aldean,Jason Aldean,3713242,18726,2008-05-15T20:22:17.000Z,14791251,14624
MikaSingh,King Mika Singh,4153600,33135,2012-06-20T08:01:31.000Z,613321095,33955
ChrisEvans,Chris Evans,15158109,1978,2012-05-14T16:23:02.000Z,580097412,491141
matsu_bouzu,松本人志,8264552,822,2013-05-04T06:48:33.000Z,1401587503,149956
jimmyeatworld,Jimmy Eat World,2384202,6829,2008-06-03T16:29:21.000Z,14994465,9361
MarkWright_,Mark Wright,2655277,16640,2009-06-09T13:03:24.000Z,45831321,9992
